Date,Open,High,Low,Close
19 Apr 2021,33913.95,34122.8,33513.6,34047.25
16 Apr 2021,34385.5,34810.75,34347.75,34640.7
15 Apr 2021,34082.4,34326.85,33701.65,34273.25
13 Apr 2021,33800.55,34197.15,33592.45,34063.5
12 Apr 2021,34813.95,34829.55,33562.5,33713.95
09 Apr 2021,35346.95,35538.9,35235.85,35358.9
08 Apr 2021,35179.45,35471.9,35143.55,35321.15
07 Apr 2021,34793,35090.55,34754.4,35057.25
06 Apr 2021,34516.8,34768.35,34340.85,34714.05
05 Apr 2021,34735,34735,33947.45,34370.65
01 Apr 2021,34365.6,34743.6,34238.4,34689.55
31 Mar 2021,34173.8,34342.45,34002.5,34176.25
30 Mar 2021,34243.6,34488.45,33974.1,34079.35
26 Mar 2021,33826.7,34068.35,33724.9,33962.55
25 Mar 2021,34388.8,34419.35,33453.9,33554.2
24 Mar 2021,34668.5,34937.9,34257.9,34310
23 Mar 2021,34597.5,34923.4,34569.25,34832.2
22 Mar 2021,34256.5,34479.25,34133.85,34412.85
19 Mar 2021,33459.2,34117.25,32873.4,34075.85
18 Mar 2021,34324.9,34406,33465.7,33692.85
17 Mar 2021,34812.1,34861.35,34025.55,34102.1
16 Mar 2021,34776.15,34871.55,34641.2,34786
15 Mar 2021,34946.45,34958.6,34201.1,34624.1
12 Mar 2021,35376.75,35395.1,34760.9,34808.95
10 Mar 2021,35143.95,35223.6,34947.75,35138
09 Mar 2021,35387.9,35489.4,34684.75,34927.5
08 Mar 2021,35454.9,35537.7,35146.45,35199.25
05 Mar 2021,35618.85,35798.25,35096.45,35258.45
04 Mar 2021,35440,35958.25,35327.4,35777.45
03 Mar 2021,35436.1,35752.05,35366.7,35712.75
02 Mar 2021,34787.55,35233,34708.25,35151.35
01 Mar 2021,34491.4,34655.05,34326.6,34552.05
26 Feb 2021,34624.45,35009.25,34041.75,34226.35
25 Feb 2021,34994.75,35180.15,34933.3,34996.8
24 Feb 2021,34825,34850.5,34396.6,34766.1
23 Feb 2021,34520.95,34716.9,34311.7,34581.3
22 Feb 2021,34938.25,35024.55,34192.15,34340.75
19 Feb 2021,35406.95,35478.7,34558.75,34906.9
18 Feb 2021,35364.95,35553.8,35248.3,35377.15
17 Feb 2021,35179.95,35326.1,35039.1,35205.15
16 Feb 2021,35109.1,35243.05,34849.15,35133.2
15 Feb 2021,34816.95,35114.55,34790.45,34993.75
12 Feb 2021,34653.7,34748.6,34448.35,34626.75
11 Feb 2021,34261.15,34585.1,34235.65,34541.1
10 Feb 2021,34226.75,34340.65,33928.65,34281.55
09 Feb 2021,34303.9,34420.05,34017.8,34147.3
08 Feb 2021,-,-,-,34165.25
05 Feb 2021,34265.9,34367.35,33728.8,33790.85
04 Feb 2021,33606.1,34064.7,33477.75,34023.95
03 Feb 2021,33502.25,33687.95,33231.75,33486.1
02 Feb 2021,33001.1,33373.6,32809.45,33327.1
01 Feb 2021,-,-,-,32661.55
29 Jan 2021,32784.4,32805.55,31638.15,31743.25
28 Jan 2021,32367.65,32711.1,32205.85,32513.45
27 Jan 2021,33113.9,33113.9,32511.8,32642.55
25 Jan 2021,33618.05,33680.3,32636.75,33080.45
22 Jan 2021,33683.05,33841.55,33231.05,33339.15
21 Jan 2021,34165.5,34242.95,33451.15,33614.55
20 Jan 2021,33809.25,33995.1,33755.45,33917.4
19 Jan 2021,33369.85,33771.05,33359.2,33725.2
18 Jan 2021,33748.8,33763.75,32870.05,33159.65
15 Jan 2021,34432.6,34518.35,33606.35,33780.95
14 Jan 2021,34264.55,34357.05,34018,34318.45
13 Jan 2021,34543.05,34644.3,33756.8,34156
12 Jan 2021,34462.85,34563.45,34299.05,34363.2
11 Jan 2021,34566.95,34570.65,34143.6,34458.6
08 Jan 2021,34124.1,34364.25,34075.2,34331.05
07 Jan 2021,34074.5,34138.75,33826.3,33889.35
06 Jan 2021,33951.2,34068.8,33376.25,33755.5
05 Jan 2021,33219.8,33895.9,32986.15,33818.75
04 Jan 2021,32998.95,33347.85,32805.3,33281.65
01 Jan 2021,32608.95,32807.65,32554.35,32765.95
31 Dec 2020,32514.7,32592.85,32385.3,32508.55
30 Dec 2020,32446.1,32508.55,32166.5,32464.4
29 Dec 2020,32507,32541.9,32153.85,32331.5
28 Dec 2020,32261.9,32408.5,32230.75,32351.05
24 Dec 2020,32220.5,32322.55,31931.75,32068.55
23 Dec 2020,31489.55,31994.95,31342.45,31949.8
22 Dec 2020,30903.35,31494.55,30232.6,31417.3
21 Dec 2020,32017,32098.65,30165,30971.5
18 Dec 2020,32110.15,32211.55,31791,32082.75
17 Dec 2020,32211.05,32303.9,31953.5,32031.75
16 Dec 2020,32166.1,32243.4,32040.4,32143.85
15 Dec 2020,32079.05,32083.35,31759.05,31972.7
14 Dec 2020,32066.55,32142.1,31986.15,32043.45
11 Dec 2020,31922.4,32066.2,31602.2,31928.8
10 Dec 2020,31680.8,31877.45,31423.15,31850.65
09 Dec 2020,31893.2,31960.05,31662.85,31722.2
08 Dec 2020,31823.2,31941.75,31381.25,31714.4
07 Dec 2020,31515.35,31784.4,31448.05,31724.75
04 Dec 2020,31434.6,31556.35,31170.85,31439.1
03 Dec 2020,31157.95,31346.4,31074.2,31319.4
02 Dec 2020,30849.55,31017.9,30671.25,30992.55
01 Dec 2020,30656.05,30766.9,30481.35,30734.7
27 Nov 2020,30316.45,30591,30121.35,30334.4
26 Nov 2020,29906.15,30235.65,29809.05,30186.05
25 Nov 2020,30518.05,30538.7,29863.65,29916.3
24 Nov 2020,30351.95,30476.75,30284.2,30377.15
23 Nov 2020,30150.5,30298.2,30130.2,30220.3
20 Nov 2020,29638.65,29974,29634.6,29952.9
19 Nov 2020,29710.5,30008.2,29523,29579.8
18 Nov 2020,29685,29817.35,29520.1,29790.95
17 Nov 2020,29608.6,29745.65,29529.65,29689.1
14 Nov 2020,29512.1,29541.45,29360.85,29443.15
13 Nov 2020,29029.75,29340.45,29002.7,29310.05
12 Nov 2020,28921.55,29081.05,28847.2,29050
11 Nov 2020,28663.15,28905.55,28522,28879.8
10 Nov 2020,28930.6,28936.45,28342.55,28547.45
09 Nov 2020,28596.15,28763.9,28484.45,28746
06 Nov 2020,28282.3,28398.1,28227.55,28334.85
05 Nov 2020,27936.95,28273.55,27935.75,28234.35
04 Nov 2020,27674,27810.55,27550.75,27788.4
03 Nov 2020,27595.65,27775.05,27548.9,27603.55
02 Nov 2020,27453.35,27530.45,27344.9,27445
30 Oct 2020,27423.85,27648.85,27196.5,27348.45
29 Oct 2020,27034.35,27380.25,26952.7,27357.6
28 Oct 2020,27560,27577,27197.15,27236.2
27 Oct 2020,27117.6,27508.2,26956.85,27462.15
26 Oct 2020,27529.2,27534.3,26953.95,27062.4
23 Oct 2020,27416.65,27499.6,27349.8,27432.55
22 Oct 2020,27345.45,27413.8,27130.35,27351.3
21 Oct 2020,27537.95,27632,27100.2,27370.7
20 Oct 2020,27366.65,27480.9,27294.5,27435
19 Oct 2020,27298.9,27421.65,27183.35,27379.75
16 Oct 2020,27007.45,27177.95,26856.15,27155.7
15 Oct 2020,27465,27499.4,26854.7,26922.05
14 Oct 2020,27181.7,27426.05,27057.35,27383.45
13 Oct 2020,27267.2,27459.75,27147.8,27183.8
12 Oct 2020,27486.5,27539.8,27181.2,27297.35
09 Oct 2020,27556.3,27610,27373.15,27410.3
08 Oct 2020,27488.95,27547.4,27299.1,27489
07 Oct 2020,27457.75,27485.2,27290.1,27354.95
06 Oct 2020,27483.7,27543.15,27367.2,27423.3
05 Oct 2020,27403.25,27419.4,27206.3,27321.3
01 Oct 2020,27246.35,27306.3,27172.7,27250.95
30 Sep 2020,26994.5,27121.1,26854,27034.25
29 Sep 2020,27180.55,27286.55,26801.25,26866
28 Sep 2020,26660.05,27026.25,26632.45,26990.9
25 Sep 2020,25968.6,26438.75,25860.9,26397.7
24 Sep 2020,26056.25,26089.95,25636.7,25696.6
23 Sep 2020,26538.85,26651.75,26051.5,26290
22 Sep 2020,26654,26672.35,25873.95,26357.5
21 Sep 2020,27601.8,27601.8,26544.45,26671.25
18 Sep 2020,27624.2,27746.85,27426.35,27552.85
17 Sep 2020,27568.5,27689.8,27451.85,27486.25
16 Sep 2020,27621,27698.85,27548.1,27646.05
15 Sep 2020,27361,27562.55,27349.65,27515.8
14 Sep 2020,27459.2,27508.25,27165.75,27256
11 Sep 2020,27066.9,27332.75,27049.5,27288.5
10 Sep 2020,26941.2,27087.8,26787.5,27048.35
09 Sep 2020,26661.15,26839.5,26465.5,26788.05
08 Sep 2020,27084.95,27133.1,26759.15,26832.75
07 Sep 2020,27206.55,27293.45,26864.85,27016
04 Sep 2020,27249.85,27507.05,27045.3,27105.5
03 Sep 2020,27564.6,27705.2,27538.2,27614.2
02 Sep 2020,27222.95,27511.5,27167.8,27448
01 Sep 2020,26943.75,27247.8,26689.45,27142.9
31 Aug 2020,28162,28181.2,26756.05,26824.15
28 Aug 2020,28075,28159.6,27973.85,28018.75
27 Aug 2020,27973,28050.05,27895.95,27935.55
26 Aug 2020,27932.55,27935.6,27705.6,27818.6
25 Aug 2020,27934.4,27996.25,27672.85,27801.2
24 Aug 2020,27926.5,27956.7,27754.2,27776.45
21 Aug 2020,27985.45,28024.65,27743.7,27772.45
20 Aug 2020,27597.6,27738.7,27480.55,27687.9
19 Aug 2020,27817.9,27975.55,27672.65,27709.7
18 Aug 2020,27442.4,27711.1,27426.7,27667.65
17 Aug 2020,27469.7,27469.7,27061.75,27351.45
14 Aug 2020,27624.5,27683.45,27086.75,27260.45
13 Aug 2020,27499.1,27590.55,27456.65,27515.8
12 Aug 2020,27377.65,27412.25,27171.1,27381.15
11 Aug 2020,27658.2,27692.25,27372.35,27392.05
10 Aug 2020,27406.9,27610.25,27369.7,27526.05
07 Aug 2020,27127.5,27193.85,27022.85,27130.45
06 Aug 2020,27005.75,27109.4,26945.2,27064.45
05 Aug 2020,27026.3,27155.75,26832.05,26874.3
04 Aug 2020,26890.85,26924.75,26728.1,26897.2
03 Aug 2020,26852.1,26990,26674.45,26725.75
31 Jul 2020,26657.95,26927.5,26560.9,26861.35
30 Jul 2020,26539.45,26633.85,26346.5,26565.4
29 Jul 2020,26337.85,26509.75,26281.95,26433.05
28 Jul 2020,26207.4,26349.1,26194.6,26309.75
27 Jul 2020,26412.4,26420.9,25973.45,26134.3
24 Jul 2020,26532,26670.15,26224.4,26340.55
23 Jul 2020,26495.1,26678.6,26451.1,26642.3
22 Jul 2020,26658.45,26670,26267.8,26426.85
21 Jul 2020,26719.55,26747.5,26462.65,26571.6
20 Jul 2020,26505.15,26598.75,26409.7,26525.75
17 Jul 2020,26036.4,26410.7,26026.75,26375.8
16 Jul 2020,25979.8,25991.95,25614.15,25950.05
15 Jul 2020,26172.95,26279.2,25810.9,25875.25
14 Jul 2020,26233.95,26324.1,25936.45,26016.9
13 Jul 2020,26351.7,26376.7,26092.85,26274.85
10 Jul 2020,26246.35,26405.8,26124.75,26208.65
09 Jul 2020,26377.45,26494.65,26202,26268.6
08 Jul 2020,26473.35,26530.35,26243.15,26299.5
07 Jul 2020,26352.75,26435.35,26135.95,26390.6
06 Jul 2020,26318.45,26367.75,26237.3,26264.85
03 Jul 2020,26109.1,26177.1,26053.9,26146.25
02 Jul 2020,25801.4,25975.95,25781.55,25947.5
01 Jul 2020,25846.1,25847.6,25679.25,25755.45
30 Jun 2020,25910.25,25990.6,25669,25743.7
29 Jun 2020,25932.75,25991.6,25631.8,25759.5
26 Jun 2020,26142.1,26264.95,25895.3,25974.5
25 Jun 2020,25774.85,26142.85,25722.7,25931.05
24 Jun 2020,26420.8,26557,25824.3,25911.95
23 Jun 2020,25871.8,26222.6,25816.35,26188.85
22 Jun 2020,25479.5,25794.65,25428.35,25723.3
19 Jun 2020,25074.85,25288.9,25039.2,25227
18 Jun 2020,24837.1,24987.5,24789.1,24953.65
17 Jun 2020,24784.95,25066.4,24754.65,24883.8
16 Jun 2020,25119.6,25184.25,24543.75,24863.45
15 Jun 2020,25053.3,25203.35,24698.5,24793.3
12 Jun 2020,23913.85,25071.95,23907.35,25018.75
11 Jun 2020,25142,25387.9,24728.55,24768.8
10 Jun 2020,25188.75,25241,24963.7,25153.75
09 Jun 2020,25489,25666.15,25046.05,25162.65
08 Jun 2020,25681.45,25699.25,25208.7,25329.45
05 Jun 2020,25048.8,25368.25,24947,25324.8
04 Jun 2020,24850.3,25083.85,24585.35,24854.8
03 Jun 2020,24844.35,25065.95,24673.6,24745.2
02 Jun 2020,24561.7,24716.55,24440.95,24600
01 Jun 2020,24291.45,24545.15,24273.65,24440.5
29 May 2020,23413.15,24152.3,23366.4,24065
28 May 2020,23163.25,23539.95,23114.5,23496.5
27 May 2020,23089.8,23140.25,22855.35,23088.5
26 May 2020,23111.95,23175.5,23000.5,23061.8
22 May 2020,23231.1,23413.15,23011.6,23031.55
21 May 2020,23097.2,23384.75,23055.9,23283.05
20 May 2020,22581.5,23070.15,22528.85,23003.1
19 May 2020,22715.5,22868.55,22477.7,22567.8
18 May 2020,23186.5,23191.85,22365.3,22447.4
15 May 2020,23378.3,23397.95,23105.8,23177.8
14 May 2020,23330.05,23535.35,23217.25,23306.6
13 May 2020,23876.4,23891.75,23359.5,23457.65
12 May 2020,23087.95,23239.35,22794.95,23164.65
11 May 2020,23182.35,23371.8,23161.9,23201.45
08 May 2020,23030,23123.3,22919.45,22959.5
07 May 2020,22974.15,23125.45,22716.35,22759.85
06 May 2020,22823.95,23099.8,22527.25,23009.8
05 May 2020,23435.7,23556.3,22740.9,22791.5
04 May 2020,23432,23486.15,23077.75,23108.95
30 Apr 2020,23967.45,24164.3,23845.3,24102.75
29 Apr 2020,23498.2,23694.7,23426.55,23624.05
28 Apr 2020,23680.25,23691.6,23234.4,23367.95
27 Apr 2020,23170.75,23490.7,23158.55,23429.25
24 Apr 2020,23117.6,23335,22930.8,22963.8
23 Apr 2020,23438.5,23828.5,23305.9,23372.65
22 Apr 2020,23027.95,23361.3,22769.45,23310.75
21 Apr 2020,22953.35,23183.6,22787.5,23022.85
20 Apr 2020,23726.6,23730.1,23371.25,23395.4
17 Apr 2020,23862.15,23917.95,23215,23513.7
16 Apr 2020,22950.3,23394.55,22735.7,23222.85
15 Apr 2020,23056.15,23598.95,22853.75,23051.15
13 Apr 2020,22903.55,22950.5,22389.6,22864.5
09 Apr 2020,22602.8,23044.3,22582.3,22898.85
08 Apr 2020,21675.5,22700.45,21565.95,22139.65
07 Apr 2020,21068.5,21766.4,20841.1,21702.3
03 Apr 2020,20730.7,20744.3,20277.25,20399.7
01 Apr 2020,21168.3,21286,20592.65,20664.55
31 Mar 2020,20788.05,21194.7,20429.35,21116.25
30 Mar 2020,20085.8,20609.25,19776.5,20263
27 Mar 2020,21002.4,21482.05,20206.9,20431.6
26 Mar 2020,19714.5,20713.5,19490.75,20459.85
25 Mar 2020,18504.4,19502.7,18482.45,19393
24 Mar 2020,18781,19379.1,18384.05,18720.1
23 Mar 2020,19308.85,19803.3,18442.95,18524.65
