"","p","q","P","Q","AIC","BIC","AICc"
"144","0","3","5","5","-6.27329271480746","-6.04245413848895","-5.26218160369635"
"145","0","4","0","0","-6.27329271480746","-6.04245413848895","-5.26218160369635"
"146","0","4","0","1","-6.10147548739031","-6.00704152435093","-5.93843200912944"
"147","0","4","0","2","-6.03194531990028","-5.92701869430096","-5.80306248611282"
"148","0","4","0","3","-6.02713073662679","-5.91171144846754","-5.72111980766504"
"149","0","4","0","4","-6.0246827165575","-5.89877076583832","-5.6301621686123"
"150","0","4","0","5","-6.0246827165575","-5.89877076583832","-5.6301621686123"
"151","0","4","1","0","-6.0246827165575","-5.89877076583832","-5.6301621686123"
"152","0","4","1","1","-6.20557471554788","-6.09015542738863","-5.97669188176042"
"153","0","4","1","2","-6.20107747902937","-6.07516552831019","-5.89506655006762"
"154","0","4","1","3","-6.20524958397749","-6.06884497069837","-5.81072903603228"
"155","0","4","1","4","-6.2165744340544","-6.06967715821535","-5.7220689395489"
"156","0","4","1","5","-6.21722155877121","-6.05983162037223","-5.61116095271061"
"157","0","4","2","0","-6.21722155877121","-6.05983162037223","-5.61116095271061"
"158","0","4","2","1","-6.20424485129261","-6.06784023801349","-5.89823392233086"
"159","0","4","2","2","-6.19921940865028","-6.05232213281124","-5.80469886070508"
"160","0","4","2","3","-6.21656320586671","-6.05917326746773","-5.72205771136121"
"161","0","4","2","4","-6.197559276072","-6.02967667511309","-5.59149867001139"
"162","0","4","2","5","-6.21167949193534","-6.0333042284165","-5.48239772397954"
"163","0","4","3","0","-6.21167949193534","-6.0333042284165","-5.48239772397954"
"164","0","4","3","1","-6.22262314521477","-6.06523320681579","-5.82810259726956"
"165","0","4","3","2","-6.21713667074309","-6.04925406978419","-5.7226311762376"
"166","0","4","3","3","-6.21117755642163","-6.03280229290279","-5.60511695036102"
"167","0","4","3","4","-6.22414583979061","-6.03527791371184","-5.49486407183481"
"168","0","4","3","5","-6.26787162245718","-6.06851103381847","-5.40360569447934"
"169","0","4","4","0","-6.26787162245718","-6.06851103381847","-5.40360569447934"
"170","0","4","4","1","-6.21322696877725","-6.03485170525841","-5.71872147427176"
"171","0","4","4","2","-6.20799652813453","-6.01912860205576","-5.60193592207393"
"172","0","4","4","3","-6.20613151942486","-6.00677093078615","-5.47684975146905"
"173","0","4","4","4","-6.26558974340642","-6.05573649220779","-5.40132381542858"
"174","0","4","4","5","-6.27174487170326","-6.05139895794469","-5.26063376059215"
"175","0","4","5","0","-6.27174487170326","-6.05139895794469","-5.26063376059215"
"176","0","4","5","1","-6.19739750260741","-5.9980369139687","-5.5913368965468"
"177","0","4","5","2","-6.19233161423136","-5.98247836303272","-5.46304984627556"
"178","0","4","5","3","-6.27891782643511","-6.05857191267654","-5.41465189845727"
"179","0","4","5","4","-6.26226116168424","-6.03142258536574","-5.25115005057313"
"180","0","4","5","5","-6.26400511229679","-6.02267387341835","-5.0940886777564"
"181","0","5","0","0","-6.26400511229679","-6.02267387341835","-5.0940886777564"
"182","0","5","0","1","-6.09938690089547","-5.99446027529615","-5.87050406710801"
"183","0","5","0","2","-6.02911067673798","-5.91369138857873","-5.72309974777623"
"184","0","5","0","3","-6.02288966466097","-5.89697771394179","-5.62836911671577"
"185","0","5","0","4","-6.02263041205487","-5.88622579877576","-5.52812491754938"
"186","0","5","0","5","-6.01411584394001","-5.86721856810096","-5.4080552378794"
"187","0","5","1","0","-6.01411584394001","-5.86721856810096","-5.4080552378794"
"188","0","5","1","1","-6.20863187407179","-6.0827199233526","-5.90262094511004"
"189","0","5","1","2","-6.20405090975676","-6.06764629647764","-5.80953036181155"
"190","0","5","1","3","-6.21038094323718","-6.06348366739813","-5.71587544873168"
"191","0","5","1","4","-6.22257147546309","-6.06518153706411","-5.61651086940248"
"192","0","5","1","5","-6.22646908775773","-6.05858648679882","-5.49718731980193"
"193","0","5","2","0","-6.22646908775773","-6.05858648679882","-5.49718731980193"
"194","0","5","2","1","-6.2001769817413","-6.05327970590225","-5.80565643379609"
"195","0","5","2","2","-6.19497217074635","-6.03758223234737","-5.70046667624086"
"196","0","5","2","3","-6.22812206131717","-6.06023946035826","-5.62206145525657"
"197","0","5","2","4","-6.2227748186656","-6.04439955514675","-5.4934930507098"
"198","0","5","2","5","-6.21743031653812","-6.02856239045934","-5.35316438856028"
"199","0","5","3","0","-6.21743031653812","-6.02856239045934","-5.35316438856028"
"200","0","5","3","1","-6.19964337176711","-6.0317607708082","-5.70513787726161"
"201","0","5","3","2","-6.19711507935157","-6.01873981583273","-5.59105447329097"
"202","0","5","3","3","-6.24813866846158","-6.05927074238281","-5.51885690050578"
"203","0","5","3","4","-6.25567623151824","-6.05631564287953","-5.3914103035404"
"204","0","5","3","5","-6.24443990322422","-6.03458665202558","-5.23332879211311"
"205","0","5","4","0","-6.24443990322422","-6.03458665202558","-5.23332879211311"
"206","0","5","4","1","-6.19508381798888","-6.0062158919101","-5.58902321192827"
"207","0","5","4","2","-6.19225211679587","-5.99289152815716","-5.46297034884007"
"208","0","5","4","3","-6.26658135756652","-6.05672810636788","-5.40231542958868"
"209","0","5","4","4","-6.2802533964023","-6.05990748264373","-5.26914228529118"
"210","0","5","4","5","-6.25527666560559","-6.02443808928709","-5.0853602310652"
"211","0","5","5","0","-6.25527666560559","-6.02443808928709","-5.0853602310652"
"212","0","5","5","1","-6.19374357625909","-5.98389032506045","-5.46446180830329"
"213","0","5","5","2","-6.18043006892847","-5.9600841551699","-5.31616414095063"
"214","0","5","5","3","-6.26062907866931","-6.0297905023508","-5.2495179675582"
"215","0","5","5","4","-6.26062907866931","-6.0297905023508","-5.2495179675582"
"216","0","5","5","5","-6.26952175363305","-6.01769785219469","-4.92873963072803"
"217","1","0","0","0","-6.26952175363305","-6.01769785219469","-4.92873963072803"
"218","1","0","0","1","-6.10632684507027","-6.04337086971068","-6.07398183159318"
"219","1","0","0","2","-6.03945652124099","-5.96600788332146","-5.97459165637612"
"220","1","0","0","3","-6.03501791303565","-5.9510766125562","-5.92661682902481"
"221","1","0","0","4","-6.03501791303565","-5.9510766125562","-5.92661682902481"
"222","1","0","0","5","-6.02357810942682","-5.9186514838275","-5.79469527563936"
"223","1","0","1","0","-6.02357810942682","-5.9186514838275","-5.79469527563936"
"224","1","0","1","1","-6.22872939170149","-6.14478809122204","-6.16386452683663"
"225","1","0","1","2","-6.22124007864077","-6.12680611560138","-6.11283899462993"
"226","1","0","1","3","-6.20921176682897","-6.10428514122965","-6.0461682885681"
"227","1","0","1","4","-6.22904299291326","-6.11362370475401","-6.00016015912579"
"228","1","0","1","5","-6.2256052470559","-6.09969329633671","-5.91959431809415"
"229","1","0","2","0","-6.2256052470559","-6.09969329633671","-5.91959431809415"
"230","1","0","2","1","-6.21636660291034","-6.11143997731102","-6.1079655188995"
"231","1","0","2","2","-6.21320589421282","-6.09778660605357","-6.05016241595195"
"232","1","0","2","3","-6.22519381508903","-6.09928186436985","-5.99631098130157"
"233","1","0","2","4","-6.22063359781614","-6.08422898453703","-5.91462266885439"
"234","1","0","2","5","-6.25401455122156","-6.10711727538251","-5.85949400327635"
"235","1","0","3","0","-6.25401455122156","-6.10711727538251","-5.85949400327635"
"236","1","0","3","1","-6.21943288075165","-6.09352093003246","-6.05638940249078"
"237","1","0","3","2","-6.21429374989898","-6.07788913661986","-5.98541091611151"
"238","1","0","3","3","-6.21539071738783","-6.06849344154879","-5.90937978842609"
"239","1","0","3","4","-6.23446512135937","-6.07707518296039","-5.83994457341417"
"240","1","0","3","5","-6.22850661731853","-6.06062401635962","-5.73400112281304"
"241","1","0","4","0","-6.22850661731853","-6.06062401635962","-5.73400112281304"
"242","1","0","4","1","-6.21865616966311","-6.07175889382406","-5.98977333587564"
"243","1","0","4","2","-6.21373248628727","-6.05634254788829","-5.90772155732552"
"244","1","0","4","3","-6.25769630261998","-6.08981370166107","-5.86317575467477"
"245","1","0","4","4","-6.27220648305707","-6.09383121953823","-5.77770098855158"
"246","1","0","4","5","-6.25762043015264","-6.06875250407387","-5.65155982409204"
"247","1","0","5","0","-6.25762043015264","-6.06875250407387","-5.65155982409204"
"248","1","0","5","1","-6.20646128481501","-6.0385786838561","-5.90045035585326"
"249","1","0","5","2","-6.20150151761128","-6.02312625409243","-5.80698096966607"
"250","1","0","5","3","-6.27281049508467","-6.08394256900589","-5.77830500057917"
"251","1","0","5","4","-6.24290452738845","-6.04354393874974","-5.63684392132784"
"252","1","0","5","5","-6.26412296546384","-6.0542697142652","-5.53484119750804"
"253","1","1","0","0","-6.26412296546384","-6.0542697142652","-5.53484119750804"
"254","1","1","0","1","-6.104083710782","-6.03063507286248","-6.03921884591714"
"255","1","1","0","2","-6.03686076688634","-5.95291946640688","-5.9284596828755"
"256","1","1","0","3","-6.03495446478355","-5.94052050174417","-5.87191098652269"
"257","1","1","0","4","-6.03473731346079","-5.92981068786147","-5.80585447967332"
"258","1","1","0","5","-4.58061045069643","-4.46519116253718","-4.27459952173468"
"259","1","1","1","0","-4.58061045069643","-4.46519116253718","-4.27459952173468"
"260","1","1","1","1","-6.22583264581567","-6.13139868277628","-6.11743156180483"
"261","1","1","1","2","-6.21650178736105","-6.11157516176173","-6.05345830910018"
"262","1","1","1","3","-6.20006534568904","-6.08464605752979","-5.97118251190158"
"263","1","1","1","4","-6.21590704240565","-6.08999509168647","-5.9098961134439"
"264","1","1","1","5","-6.21334174179532","-6.07693712851621","-5.81882119385012"
"265","1","1","2","0","-6.21334174179532","-6.07693712851621","-5.81882119385012"
"266","1","1","2","1","-6.21114797182024","-6.09572868366099","-6.04810449355937"
"267","1","1","2","2","-6.21103354515802","-6.08512159443884","-5.98215071137056"
"268","1","1","2","3","-6.21545547865507","-6.07905086537596","-5.90944454969332"
"269","1","1","2","4","-6.22524229911538","-6.07834502327634","-5.83072175117018"
"270","1","1","2","5","-6.24792333222076","-6.09053339382178","-5.75341783771527"
"271","1","1","3","0","-6.24792333222076","-6.09053339382178","-5.75341783771527"
"272","1","1","3","1","-6.2005249270525","-6.06412031377339","-5.97164209326504"
"273","1","1","3","2","-6.19506584256741","-6.04816856672837","-5.88905491360566"
"274","1","1","3","3","-6.19441437734255","-6.03702443894357","-5.79989382939734"
"275","1","1","3","4","-6.20817650518938","-6.04029390423047","-5.71367101068388"
"276","1","1","3","5","-6.21967870208178","-6.04130343856293","-5.61361809602117"
"277","1","1","4","0","-6.21967870208178","-6.04130343856293","-5.61361809602117"
"278","1","1","4","1","-6.2000601992637","-6.04267026086472","-5.89404927030195"
"279","1","1","4","2","-6.19532762100893","-6.02744502005002","-5.80080707306373"
"280","1","1","4","3","-6.24425508878879","-6.06587982526995","-5.74974959428329"
"281","1","1","4","4","-6.19463514868862","-6.00576722260985","-5.58857454262802"
"282","1","1","4","5","-6.25196576950388","-6.05260518086517","-5.52268400154808"
"283","1","1","5","0","-6.25196576950388","-6.05260518086517","-5.52268400154808"
"284","1","1","5","1","-6.19354562868434","-6.0151703651655","-5.79902508073914"
"285","1","1","5","2","-6.19256138037704","-6.00369345429827","-5.69805588587155"
"286","1","1","5","3","-6.24035323487347","-6.04099264623476","-5.63429262881286"
"287","1","1","5","4","-6.23666604468835","-6.02681279348971","-5.50738427673255"
"288","1","1","5","5","-6.24507667084344","-6.02473075708487","-5.3808107428656"
"289","1","2","0","0","-6.24507667084344","-6.02473075708487","-5.3808107428656"
"290","1","2","0","1","-6.11052809464693","-6.02658679416748","-6.00212701063609"
"291","1","2","0","2","-6.03882142301248","-5.94438745997309","-5.87577794475161"
"292","1","2","0","3","-6.03635231285293","-5.93142568725361","-5.80746947906546"
"293","1","2","0","4","-6.03865861101681","-5.92323932285756","-5.73264768205506"
"294","1","2","0","5","-6.03865861101681","-5.92323932285756","-5.73264768205506"
"295","1","2","1","0","-6.03865861101681","-5.92323932285756","-5.73264768205506"
"296","1","2","1","1","-6.22381495573378","-6.11888833013447","-6.06077147747292"
"297","1","2","1","2","-6.21961539884803","-6.10419611068878","-5.99073256506056"
"298","1","2","1","3","-6.20052299746405","-6.07461104674487","-5.8945120685023"
"299","1","2","1","4","-6.22288568102506","-6.08648106774594","-5.82836513307985"
"300","1","2","1","5","-6.21850155081071","-6.07160427497166","-5.72399605630522"
"301","1","2","2","0","-6.21850155081071","-6.07160427497166","-5.72399605630522"
"302","1","2","2","1","-6.21637364657387","-6.09046169585468","-5.9874908127864"
"303","1","2","2","2","-6.21235223149906","-6.07594761821994","-5.90634130253731"
"304","1","2","2","3","-6.21783652146319","-6.07093924562414","-5.82331597351799"
"305","1","2","2","4","-6.20076138595108","-6.0433714475521","-5.70625589144558"
"306","1","2","2","5","-6.20428405426141","-6.0364014533025","-5.5982234482008"
"307","1","2","3","0","-6.20428405426141","-6.0364014533025","-5.5982234482008"
"308","1","2","3","1","-6.21475260536214","-6.06785532952309","-5.90874167640039"
"309","1","2","3","2","-6.20953486671702","-6.05214492831804","-5.81501431877181"
"310","1","2","3","3","-6.20464615743633","-6.03676355647742","-5.71014066293084"
"311","1","2","3","4","-6.22612052521011","-6.04774526169127","-5.6200599191495"
