,p,q,P,Q,AIC,BIC,AICc
222,1,0,0,5,-6.0306462798884,-5.92134410720101,-5.80176344610093
223,1,0,1,0,-6.06557538210451,-5.99999407849207,-6.03323036862742
224,1,0,1,1,-6.18600736169234,-6.10949584081117,-6.12114249682748
225,1,0,1,2,-6.17949148573214,-6.09204974758222,-6.0710904017213
226,1,0,1,3,-6.15347281850332,-6.05510086308467,-5.99042934024245
227,1,0,1,4,-6.14445930033122,-6.03515712764382,-5.91557646654375
228,1,0,1,5,-6.14583750579281,-6.02560511583668,-5.83982657683106
229,1,0,2,0,-6.12204810886445,-6.04553658798327,-6.05718324399958
230,1,0,2,1,-6.17678776928309,-6.08934603113317,-6.06838668527225
231,1,0,2,2,-6.17384167276538,-6.07546971734673,-6.01079819450451
232,1,0,2,3,-6.15032859202177,-6.04102641933437,-5.9214457582343
233,1,0,2,4,-6.14727976224668,-6.02704737229054,-5.84126883328493
234,1,0,2,5,-6.14060688410518,-6.00944427688031,-5.74608633615997
235,1,0,3,0,-6.11249120769459,-6.02504946954467,-6.00409012368375
236,1,0,3,1,-6.1517488062028,-6.05337685078415,-5.98870532794193
237,1,0,3,2,-6.14881704106411,-6.03951486837672,-5.91993420727664
238,1,0,3,3,-6.14692037685372,-6.02668798689759,-5.84090944789197
239,1,0,3,4,-6.14324666303417,-6.0120840558093,-5.74872611508897
240,1,0,3,5,-6.13810140887588,-5.99600858438227,-5.64359591437039
241,1,0,4,0,-6.13099032542559,-6.03261837000693,-5.96794684716472
242,1,0,4,1,-6.1424534073553,-6.03315123466791,-5.91357057356784
243,1,0,4,2,-6.13966094841303,-6.0194285584569,-5.83365001945129
244,1,0,4,3,-6.14493283913993,-6.01377023191505,-5.75041229119472
245,1,0,4,4,-6.14187604534645,-5.99978322085283,-5.64737055084095
246,1,0,4,5,-6.13604663711755,-5.9830235953552,-5.52998603105694
247,1,0,5,0,-6.11534314504224,-6.00604097235485,-5.88646031125478
248,1,0,5,1,-6.13505294966096,-6.01482055970483,-5.82904202069921
249,1,0,5,2,-6.13179993901041,-6.00063733178553,-5.7372793910652
250,1,0,5,3,-6.13473638845283,-5.99264356395922,-5.64023089394733
251,1,0,5,4,-6.12908667057573,-5.97606362881338,-5.52302606451513
